Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A12003_001	SE_A12003_002	SE_A12003_003	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17005_001	SE_A17005_002	SE_A17005_003	SE_A14006_001	SE_A10018_001	SE_A10018_002	SE_A10018_003	SE_A14026_001	SE_A14026_002	SE_A14026_003	SE_A14026_004	SE_A14026_005	SE_A10044_001	SE_A10044_002	SE_A10044_003	SE_A10047_001	SE_A10047_002	SE_A10047_003	SE_A10047_004	SE_A10036_001	SE_A18009_001	SE_A10041_001	SE_A10041_002	SE_A10041_003	SE_A10041_004	SE_A10041_005	SE_A10041_006	SE_A10041_007	SE_A10041_008	SE_B09001_001	SE_B09001_002	SE_B09001_003	SE_B09001_004	SE_B09001_005	SE_B09001_006	SE_B09001_007	SE_B09001_008
"10010001"	"86000US10001"	"10001 ZCTA5"	"10001 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10001"	""	""	""	""	""	""	""	""	""	""	""	""	23332	37547.88	0.621393226532324	23332	12116	11216	23332	495	888	886	315	3377	5186	3888	2906	2620	1543	1032	196	23332	14814	2235	32	5000	0	640	611	17371	1226	2352	1998	6249	3713	1341	492	1105	18	1087	21038	14899	0	14899	13870	1029	6139	14899	13870	1029	85168	11967	553	11414	23817	61138	112922	211295	250001	13520	11967	1553	1553	432	8	1113	460500	2114	3232	1402	94	0	94	17	1291	1830	12853	1093	3375	3298	2486	1230	1066	305
"10010002"	"86000US10002"	"10002 ZCTA5"	"10002 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013109"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10002"	""	""	""	""	""	""	""	""	""	""	""	""	78096	88804.66	0.879413340911232	78096	37634	40462	78096	2842	3193	3093	1985	6640	14388	10597	10933	10069	6936	4686	2734	78096	24591	6638	196	33352	8	10432	2879	60343	19091	12219	8425	13807	4598	1566	637	2927	182	2745	68324	38156	46	38110	34748	3362	30168	38110	34748	3362	35594	33327	4787	28540	12066	24172	49759	96782	219691	35615	33327	2288	2288	710	132	1446	608900	919	4601	2179	302	49	253	32	1845	2422	32400	1645	5813	7000	7939	5895	2829	1279
"10010003"	"86000US10003"	"10003 ZCTA5"	"10003 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013110"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10003"	""	""	""	""	""	""	""	""	""	""	""	""	56767	98476.52	0.576452091669923	56767	27425	29342	56767	1757	796	623	589	12560	15335	8068	5177	5698	3502	1715	947	56767	44001	2493	105	7348	8	1198	1614	40442	1595	2428	4134	17415	9365	3799	1706	7497	30	7467	53455	35932	7	35925	33932	1993	17523	35925	33932	1993	100791	27258	560	26698	33777	76813	131566	228234	250001	31408	27258	4150	4150	1349	178	2623	963100	2117	8292	4521	379	54	325	22	4120	3771	30959	2378	6831	10740	6256	3158	1067	529
"10010004"	"86000US10004"	"10004 ZCTA5"	"10004 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013111"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10004"	""	""	""	""	""	""	""	""	""	""	""	""	3044	5438.149	0.559749311579822	3044	1400	1644	3044	85	104	125	157	230	887	551	382	359	152	12	0	3044	2201	31	0	744	6	12	50	2343	30	52	213	1119	541	302	86	50	0	50	2610	2220	0	2220	2075	145	390	2220	2075	145	123056	1592	19	1573	59603	101225	150560	238000	250001	2070	1592	478	478	227	39	212	1250000	2911	430	235	28	23	5	0	207	195	1895	77	494	642	437	216	16	13
"10010005"	"86000US10005"	"10005 ZCTA5"	"10005 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013112"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10005"	""	""	""	""	""	""	""	""	""	""	""	""	8710	118471.1	0.0735200317530429	8710	4201	4509	8710	354	262	155	43	1375	3661	1874	608	235	97	46	0	8710	6425	245	0	1625	0	211	204	6521	91	231	439	3053	1683	706	318	143	0	143	7896	6993	5	6988	6745	243	903	6988	6745	243	130116	4295	17	4278	59048	108154	172500	250001	250001	5187	4295	892	892	317	0	575	1424900	3005	749	504	78	26	52	0	426	245	6479	1201	1063	1631	1847	553	120	64
"10010006"	"86000US10006"	"10006 ZCTA5"	"10006 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013113"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10006"	""	""	""	""	""	""	""	""	""	""	""	""	3277	35693.7	0.0918089195780058	3277	1382	1895	3277	321	46	40	28	358	1480	562	225	217	0	0	0	3277	2162	99	0	686	0	111	219	2484	16	50	146	1336	542	310	84	0	0	0	2842	2509	0	2509	2451	58	333	2509	2451	58	125364	1776	0	1776	56540	103071	140560	234983	250001	2182	1776	406	406	11	34	361	939800	2847	233	125	13	0	13	0	112	108	2293	499	380	410	576	300	96	32
"10010007"	"86000US10007"	"10007 ZCTA5"	"10007 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013114"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10007"	""	""	""	""	""	""	""	""	""	""	""	""	6740	41233.47	0.163459444599743	6740	3976	2764	6740	295	573	220	157	302	1648	1454	1081	671	239	84	16	6740	4790	390	0	1062	0	107	391	5193	352	404	405	1814	1381	659	178	172	0	172	5607	3786	0	3786	3738	48	1821	3786	3738	48	234958	2743	29	2714	91214	184556	250001	250001	250001	3209	2743	466	466	15	47	404	1946100	3339	1009	739	89	22	67	0	650	270	3490	249	917	929	992	230	125	48
"10010009"	"86000US10009"	"10009 ZCTA5"	"10009 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013115"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10009"	""	""	""	""	""	""	""	""	""	""	""	""	59799	96981.93	0.616599381927638	59799	26654	33145	59799	1538	1778	1707	1316	6486	16058	7867	7373	7317	4830	2446	1083	59799	36219	4898	89	8096	70	8463	1964	46974	5976	6373	6871	17282	6690	2707	1075	1442	21	1421	54264	36298	40	36258	34277	1981	17966	36258	34277	1981	60788	30062	2231	27831	14525	41593	82123	133770	250001	31612	30062	1550	1550	690	54	806	609700	1554	2026	922	108	0	108	0	814	1104	31890	901	4563	7590	9416	6764	1868	788
"10010010"	"86000US10010"	"10010 ZCTA5"	"10010 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013116"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10010"	""	""	""	""	""	""	""	""	""	""	""	""	32854	84097.52	0.390665516596988	32854	16606	16248	32854	1504	723	618	165	4865	8537	4646	4434	3313	2360	1148	541	32854	24356	1867	214	4963	0	511	943	24979	851	1487	3254	10008	5858	2793	728	1492	14	1478	29953	21227	68	21159	20291	868	8726	21159	20291	868	110142	16070	538	15532	41088	83534	134095	246700	250001	17923	16070	1853	1853	700	9	1144	698800	2442	4414	2486	291	14	277	0	2195	1928	18557	1231	3957	5774	5167	1596	676	156
"10010011"	"86000US10011"	"10011 ZCTA5"	"10011 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013117"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10011"	""	""	""	""	""	""	""	""	""	""	""	""	50404	76555.52	0.658398031187789	50404	25453	24951	50404	1766	1521	1007	616	3333	12675	8577	6136	7145	4612	2140	876	50404	40021	2313	64	5091	4	1415	1496	42161	2154	2728	4541	16708	10325	3951	1754	823	4	819	45812	34933	0	34933	33421	1512	10879	34933	33421	1512	114134	28738	717	28021	36125	87931	145375	250001	250001	33610	28738	4872	4872	493	160	4219	973200	2029	10217	5638	622	46	576	8	5008	4579	30394	1870	8401	9920	5708	2743	1110	642
"10010012"	"86000US10012"	"10012 ZCTA5"	"10012 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013118"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10012"	""	""	""	""	""	""	""	""	""	""	""	""	24536	75896.18	0.323283737221949	24536	12606	11930	24536	758	509	643	236	3009	7644	3737	2786	2179	1844	835	356	24536	18565	641	38	3959	12	367	954	19381	1090	1429	1396	8327	3793	1714	1632	435	0	435	22517	16140	0	16140	15522	618	6377	16140	15522	618	101815	12240	281	11959	35920	76239	124047	204756	250001	14159	12240	1919	1919	420	39	1460	1322000	2128	1985	936	127	0	127	5	804	1049	14424	1904	3660	4125	2900	1006	491	338
"10010013"	"86000US10013"	"10013 ZCTA5"	"10013 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013119"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10013"	""	""	""	""	""	""	""	""	""	""	""	""	28211	51079.35	0.5522975396025	28211	13988	14223	28211	1739	1323	951	555	2562	5919	4892	3128	3333	2160	915	734	28211	15813	1371	36	9039	0	491	1461	21081	3380	2105	2375	7617	4099	1083	422	982	0	982	24073	16181	0	16181	15469	712	7892	16181	15469	712	104167	11934	747	11187	23280	71463	147856	250001	250001	13913	11934	1979	1979	368	98	1513	2000001	1663	3304	2027	304	79	225	39	1684	1277	13834	935	3429	3676	3626	1239	601	328
"10010014"	"86000US10014"	"10014 ZCTA5"	"10014 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10014"	""	""	""	""	""	""	""	""	""	""	""	""	31464	55250.19	0.569482175206989	31464	16101	15363	31464	950	799	596	199	1421	10499	5156	4344	3343	2701	914	542	31464	27978	417	126	1770	0	580	593	27499	311	1523	2557	13539	6028	2465	1076	373	14	359	29076	23081	8	23073	21767	1306	5995	23073	21767	1306	119026	18671	190	18481	45839	88311	154173	250001	250001	22036	18671	3365	3365	591	231	2543	1039000	2337	5841	3245	509	52	457	0	2736	2596	19226	953	4916	6655	4170	1693	585	254
"10010016"	"86000US10016"	"10016 ZCTA5"	"10016 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10016"	""	""	""	""	""	""	""	""	""	""	""	""	50444	94788.43	0.532174666446331	50444	22875	27569	50444	2082	855	1106	540	5438	17237	5515	5273	5260	3898	2185	1055	50444	36626	1537	68	9872	0	411	1930	40423	1783	2801	4596	17931	7833	4473	1006	1182	0	1182	46317	34422	0	34422	32969	1453	11895	34422	32969	1453	102703	28359	785	27574	40639	77034	127480	212582	250001	35028	28359	6669	6669	1699	237	4733	723300	2440	7856	4660	358	32	326	42	4260	3196	30010	2694	7525	9458	5525	2795	1373	640
"10010017"	"86000US10017"	"10017 ZCTA5"	"10017 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10017"	""	""	""	""	""	""	""	""	""	""	""	""	16533	51643.45	0.320137390597949	16533	7906	8627	16533	677	261	81	161	1184	4857	2730	1795	1785	1725	867	410	16533	11965	503	0	3732	6	61	266	14169	293	769	1700	6182	3489	1048	688	154	11	143	15411	12051	0	12051	11747	304	3360	12051	11747	304	106795	10134	203	9931	45546	83386	137629	212556	250001	12876	10134	2742	2742	476	86	2180	590200	2214	3958	1777	134	0	134	39	1604	2181	10852	1118	2697	3332	1827	829	574	475
"10010018"	"86000US10018"	"10018 ZCTA5"	"10018 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10018"	""	""	""	""	""	""	""	""	""	""	""	""	9684	30095.61	0.32177446381991	9684	4818	4866	9684	400	78	137	86	1194	4027	1858	928	681	203	92	0	9684	5724	532	0	2842	0	203	383	7789	496	651	1019	3127	1580	756	160	149	0	149	9020	7207	6	7201	6952	249	1813	7201	6952	249	105479	4956	113	4843	33644	88349	132396	226329	250001	5910	4956	954	954	289	14	651	927100	2849	402	201	7	0	7	18	176	201	6551	343	1625	1887	1648	565	277	206
"10010019"	"86000US10019"	"10019 ZCTA5"	"10019 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013124"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10019"	""	""	""	""	""	""	""	""	""	""	""	""	39505	58093.37	0.680025930622072	39505	20169	19336	39505	1171	671	647	296	2706	11303	6565	5085	4968	3416	1945	732	39505	27568	2551	196	6356	53	1481	1300	34014	1885	3251	4487	13002	7377	2951	1061	484	21	463	36912	27178	0	27178	25709	1469	9734	27178	25709	1469	94477	23465	995	22470	28735	68226	118504	211180	250001	32638	23465	9173	9173	1701	204	7268	929700	2211	4184	1826	308	0	308	36	1482	2358	23580	1731	5376	6458	5605	3209	758	443
"10010020"	"86000US10020"	"10020 ZCTA5"	"10020 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10020"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.0276294716423397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"10010021"	"86000US10021"	"10021 ZCTA5"	"10021 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013126"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10021"	""	""	""	""	""	""	""	""	""	""	""	""	45261	116921.8	0.387104882339223	45261	20172	25089	45261	3262	2322	1387	498	1286	10283	7613	4027	5166	5026	2924	1467	45261	37409	576	316	4280	59	1040	1581	36506	594	2055	3934	14782	8673	4619	1849	531	0	531	38069	26763	0	26763	25986	777	11306	26763	25986	777	115681	24558	448	24110	42645	82156	162508	250001	250001	29701	24558	5143	5143	413	179	4551	1178900	1961	10159	5043	258	16	242	0	4785	5116	23831	2091	4419	5039	5966	4444	1135	737
"10010022"	"86000US10022"	"10022 ZCTA5"	"10022 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013127"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10022"	""	""	""	""	""	""	""	""	""	""	""	""	30262	69349.04	0.436372292072396	30262	13512	16750	30262	1369	605	309	308	1267	6352	4559	3641	3419	4264	2891	1278	30262	25795	605	50	3170	0	236	406	26404	535	1200	3206	11205	5324	3669	1265	560	2	558	27878	20081	27	20054	19366	688	7797	20054	19366	688	123693	17619	217	17402	47008	95008	159680	250001	250001	23505	17619	5886	5886	537	313	5036	904000	2386	8825	3627	384	76	308	0	3243	5198	17093	1043	4900	3823	3631	2658	715	323
"10010023"	"86000US10023"	"10023 ZCTA5"	"10023 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013128"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10023"	""	""	""	""	""	""	""	""	""	""	""	""	60307	122948.2	0.490507291925677	60307	27235	33072	60307	4019	1918	1617	538	3276	10986	10101	7939	7826	6494	3350	2243	60307	49506	2060	111	6270	21	1073	1266	48939	1429	3520	4804	15517	14449	6278	2942	1157	12	1145	52510	36811	0	36811	35026	1785	15699	36811	35026	1785	115080	33144	717	32427	38853	87905	151651	250001	250001	41114	33144	7970	7970	1076	61	6833	972600	2256	13517	6862	558	152	406	14	6290	6655	31136	974	5438	8419	10620	3892	1083	710
"10010024"	"86000US10024"	"10024 ZCTA5"	"10024 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013129"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10024"	""	""	""	""	""	""	""	""	""	""	""	""	58516	68212.09	0.857853781561922	58516	26910	31606	58516	3021	2466	2481	1492	1848	10573	9267	9061	7739	6290	2583	1695	58516	47632	3146	41	4282	0	1741	1674	47208	2589	3190	4325	16221	12654	5700	2529	1354	0	1354	50106	35717	0	35717	34519	1198	14389	35717	34519	1198	118594	28809	1027	27782	39199	83425	153310	250001	250001	34354	28809	5545	5545	1116	268	4161	1272600	1947	10391	5790	460	15	445	140	5190	4601	30885	964	3487	7838	10752	5345	1510	989
"10010025"	"86000US10025"	"10025 ZCTA5"	"10025 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013130"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10025"	""	""	""	""	""	""	""	""	""	""	""	""	94717	126015.2	0.751631667791511	94717	41847	52870	94717	4773	3576	4291	1954	9077	16649	12370	13476	11973	9510	4270	2798	94717	62509	11505	790	8697	22	7221	3973	71046	6592	6890	9283	21323	16057	6332	4569	3804	36	3768	81449	52540	20	52520	48539	3981	28909	52520	48539	3981	80025	42783	2434	40349	20963	59101	107521	192004	250001	48196	42783	5413	5413	1360	9	4044	963900	1450	11059	6857	674	24	650	43	6140	4202	43568	2125	4811	9100	14452	8816	3203	1061
"10010026"	"86000US10026"	"10026 ZCTA5"	"10026 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013131"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10026"	""	""	""	""	""	""	""	""	""	""	""	""	38540	115967.1	0.332335516612432	38540	18170	20370	38540	3060	1895	1990	961	3595	8302	5527	5606	4029	2155	928	492	38540	10025	21314	58	2076	31	3714	1322	27039	4704	5651	5220	5956	3958	889	661	959	59	900	31154	19991	11	19980	18393	1587	11163	19980	18393	1587	52082	14803	1411	13392	12430	36750	70575	126741	250001	16585	14803	1782	1782	610	148	1024	695400	1045	2700	1926	466	172	294	55	1405	774	16857	164	1579	3305	5804	4289	1290	426
"10010027"	"86000US10027"	"10027 ZCTA5"	"10027 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013132"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10027"	""	""	""	""	""	""	""	""	""	""	""	""	64120	73576.98	0.871468130354272	64120	29881	34239	64120	3391	3278	3012	2046	12394	11986	8067	7611	6320	3361	2014	640	64120	19234	26546	305	6201	5	9496	2333	39999	6983	8133	6346	8542	6266	1628	2101	4992	178	4814	53664	28735	18	28717	26969	1748	24929	28717	26969	1748	42754	22933	2196	20737	10463	31329	57076	114889	243533	25698	22933	2765	2765	1489	133	1143	672600	1063	3115	2077	283	56	227	44	1750	1038	24798	1874	3359	3714	6348	6459	2349	695
"10010028"	"86000US10028"	"10028 ZCTA5"	"10028 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013133"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10028"	""	""	""	""	""	""	""	""	""	""	""	""	48205	153435.8	0.314170567585641	48205	21243	26962	48205	2072	2138	1727	974	1649	12383	6842	5859	5658	4915	2684	1304	48205	41499	659	48	4436	134	371	1058	39645	1028	2189	4221	16773	9425	4600	1409	699	45	654	41842	30981	0	30981	29968	1013	10861	30981	29968	1013	111302	25837	431	25406	44865	90006	141861	250001	250001	28561	25837	2724	2724	654	97	1973	1155200	2187	8260	3691	479	33	446	0	3212	4569	27044	1190	3014	6239	7994	6747	1628	232
"10010029"	"86000US10029"	"10029 ZCTA5"	"10029 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013134"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10029"	""	""	""	""	""	""	""	""	""	""	""	""	79411	96246.53	0.825079112335656	79411	36291	43120	79411	3942	4038	5093	3294	9550	15394	10486	8912	8701	5076	3528	1397	79411	27547	22983	185	6912	125	19577	2082	53494	12744	13084	9250	11029	4438	1910	1039	4513	225	4288	65088	36807	17	36790	32573	4217	28281	36790	32573	4217	32500	30640	4888	25752	10790	22134	43488	80920	192239	32833	30640	2193	2193	854	183	1156	792400	911	1995	885	36	10	26	21	828	1110	30754	1599	3823	6162	8280	6982	3065	843
"10010030"	"86000US10030"	"10030 ZCTA5"	"10030 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013135"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10030"	""	""	""	""	""	""	""	""	""	""	""	""	30358	108831.4	0.278945307854708	30358	14530	15828	30358	2147	1420	1468	914	3538	6436	4298	4422	3004	1575	665	471	30358	4829	19828	133	704	69	3001	1794	20871	4877	5403	4772	3727	1665	297	130	1372	127	1245	24879	16155	0	16155	13705	2450	8724	16155	13705	2450	33720	11878	1383	10495	11326	24225	47409	87142	174622	13196	11878	1318	1318	372	38	908	531300	917	1089	712	51	13	38	0	661	377	12537	600	1181	1544	3301	3736	1566	609
"10010031"	"86000US10031"	"10031 ZCTA5"	"10031 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10031"	""	""	""	""	""	""	""	""	""	""	""	""	60778	93390.79	0.650792204442646	60778	30159	30619	60778	2896	2648	2375	2026	7733	13539	8667	8250	6056	3573	2082	933	60778	17689	19916	246	2091	14	10619	10203	43100	12108	8664	8228	7740	4879	776	705	2829	127	2702	52264	35824	0	35824	32344	3480	16440	35824	32344	3480	41848	21881	2261	19620	14038	31883	54015	89572	163724	23483	21881	1602	1602	488	53	1061	322500	1174	2509	1043	153	17	136	0	890	1466	29509	902	2030	4580	7936	9045	3625	1391
"10010032"	"86000US10032"	"10032 ZCTA5"	"10032 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013137"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10032"	""	""	""	""	""	""	""	""	""	""	""	""	63189	96109.18	0.657470999865636	63189	31865	31324	63189	3255	2705	2481	1732	6832	15524	8311	7532	7538	3896	2089	1294	63189	19928	12119	752	2597	66	22137	5590	46184	14162	8947	9235	9163	3398	693	586	2259	180	2079	54119	34918	0	34918	30853	4065	19201	34918	30853	4065	40054	20140	3103	17037	13092	30616	53998	85888	149914	21778	20140	1638	1638	582	60	996	378100	1131	1417	583	51	0	51	0	532	834	28197	2517	3050	3423	5620	8153	4282	1152
"10010033"	"86000US10033"	"10033 ZCTA5"	"10033 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013138"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10033"	""	""	""	""	""	""	""	""	""	""	""	""	59353	98178.17	0.604543727615726	59353	30037	29316	59353	3671	2864	2509	1572	6879	11715	8441	7400	6767	4428	2122	985	59353	24531	6097	636	1389	65	22345	4290	41858	11908	6819	8101	8766	4171	986	1107	2701	253	2448	49881	32987	0	32987	28508	4479	16894	32987	28508	4479	46349	19426	2239	17187	15280	32832	61701	106690	191930	20382	19426	956	956	191	9	756	469700	1294	2095	1149	101	0	101	0	1048	946	26151	1441	2766	2225	5116	8885	4426	1292
"10010034"	"86000US10034"	"10034 ZCTA5"	"10034 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0013139"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100"	"10034"	""	""	""	""	""	""	""	""	""	""	""	""	43951	39021.39	1.12633108724828	43951	21183	22768	43951	2925	2081	2411	1316	4654	8020	6359	5889	5048	3062	1516	670	43951	17431	4109	207	873	61	18876	2394	30564	8089	6462	6575	5091	3306	574	467	2374	185	2189	36303	24472	50	24422	21498	2924	11831	24422	21498	2924	45643	15841	1633	14208	16004	32663	60330	94653	162795	16516	15841	675	675	139	90	446	337100	1232	1335	841	30	0	30	0	811	494	19450	1113	1509	1600	3120	6834	4248	1026
