Geo_FIPS	Geo_GEOID	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_BTTR	Geo_BTBG	Geo_PUMA5	Geo_PUMA1	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A02001_001	SE_A02001_002	SE_A02001_003	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_A12003_001	SE_A12003_002	SE_A12003_003	SE_A17002_001	SE_A17002_002	SE_A17002_003	SE_A17002_004	SE_A17002_005	SE_A17002_006	SE_A17002_007	SE_A17005_001	SE_A17005_002	SE_A17005_003	SE_A14006_001	SE_A10018_001	SE_A10018_002	SE_A10018_003	SE_A14026_001	SE_A14026_002	SE_A14026_003	SE_A14026_004	SE_A14026_005	SE_A10044_001	SE_A10044_002	SE_A10044_003	SE_A10047_001	SE_A10047_002	SE_A10047_003	SE_A10047_004	SE_A10036_001	SE_A18009_001	SE_A10041_001	SE_A10041_002	SE_A10041_003	SE_A10041_004	SE_A10041_005	SE_A10041_006	SE_A10041_007	SE_A10041_008	SE_B09001_001	SE_B09001_002	SE_B09001_003	SE_B09001_004	SE_B09001_005	SE_B09001_006	SE_B09001_007	SE_B09001_008
"91391387"	"86000US91387"	"91387 ZCTA5"	"91387 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040797"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"913"	"91387"	""	""	""	""	""	""	""	""	""	""	""	""	44106	890.5887	49.5245414264468	44106	21588	22518	44106	3193	3649	3439	2187	3714	6212	6361	6707	4805	2530	1023	286	44106	28191	2954	254	5066	21	3632	3988	27924	2855	5583	10694	6406	1705	502	179	2507	14	2493	33113	23614	4	23610	21796	1814	9499	23610	21796	1814	84930	13757	524	13233	41533	71526	99413	151080	250001	14260	13757	503	503	267	63	173	414100	1698	8661	7285	1466	375	1091	93	5726	1376	19883	704	2990	3803	4005	4330	2852	1199
"91391390"	"86000US91390"	"91390 ZCTA5"	"91390 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040798"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"913"	"91390"	""	""	""	""	""	""	""	""	""	""	""	""	20546	143.5578	143.120008278031	20546	10745	9801	20546	1173	1147	1756	1166	1545	2002	2578	3967	3040	1434	571	167	20546	15712	366	76	1591	32	1141	1628	13759	1012	2959	5210	3125	1049	231	173	1335	35	1300	16097	10858	0	10858	10126	732	5239	10858	10126	732	108391	6475	310	6165	52588	89844	129464	179286	250001	6801	6475	326	326	12	29	285	508100	1785	5852	4852	1288	274	1014	87	3477	1000	9288	418	2164	1130	1395	1944	1616	621
"91491401"	"86000US91401"	"91401 ZCTA5"	"91401 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040799"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91401"	""	""	""	""	""	""	""	""	""	""	""	""	41019	11878.71	3.45315152039314	41019	20412	20607	41019	2799	2259	2622	1415	3545	7303	6766	5481	4798	2314	1143	574	41019	24253	2158	157	2332	2	10805	1312	28379	5960	5914	7690	6236	1647	649	283	1791	92	1699	32834	23271	0	23271	21341	1930	9563	23271	21341	1930	49153	14835	997	13838	20133	38802	63773	107670	207813	15482	14835	647	647	312	52	283	568100	1212	4995	3967	793	237	556	47	3127	1028	18966	1340	4031	3692	3676	2953	2542	732
"91491402"	"86000US91402"	"91402 ZCTA5"	"91402 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91402"	""	""	""	""	""	""	""	""	""	""	""	""	71765	19255.44	3.72699950733362	71765	35130	36635	71765	5716	5568	5548	3236	7929	11380	10477	9104	6871	3336	1927	673	71765	33571	1895	351	11352	60	23449	1087	43768	16495	11302	8579	6216	881	226	69	4367	206	4161	53893	36257	7	36250	32197	4053	17636	36250	32197	4053	39095	18950	1602	17348	17584	31052	49272	82014	140760	19642	18950	692	692	330	84	278	317100	1128	6446	5276	638	229	409	32	4606	1170	30875	1696	6876	6394	6335	4247	3676	1651
"91491403"	"86000US91403"	"91403 ZCTA5"	"91403 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91403"	""	""	""	""	""	""	""	""	""	""	""	""	24579	6768.674	3.63128709476646	24579	11914	12665	24579	1371	901	898	532	1394	4490	4122	3424	3247	2224	1340	636	24579	19888	1484	109	1800	16	306	976	19483	704	2159	5192	6853	2816	1032	727	568	0	568	21195	15679	0	15679	14104	1575	5516	15679	14104	1575	83241	11355	435	10920	32382	63396	104371	175556	250001	11892	11355	537	537	118	31	388	804900	1591	5214	3943	918	298	620	0	3025	1271	11834	765	2000	2233	2716	3048	935	137
"91491405"	"86000US91405"	"91405 ZCTA5"	"91405 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91405"	""	""	""	""	""	""	""	""	""	""	""	""	54356	16427.13	3.30891533088184	54356	27145	27211	54356	3727	4297	3712	2137	5684	8903	7962	7550	5529	2770	1411	674	54356	22261	2000	199	4289	62	24385	1160	34799	10095	8651	9188	4834	1445	430	156	3113	145	2968	41972	29303	0	29303	26164	3139	12669	29303	26164	3139	39472	17213	1599	15614	18185	31470	47308	79173	150519	18038	17213	825	825	308	0	517	387100	1110	4268	3227	589	107	482	55	2583	1041	24411	1425	5186	4673	5691	3405	2844	1187
"91491406"	"86000US91406"	"91406 ZCTA5"	"91406 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040803"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91406"	""	""	""	""	""	""	""	""	""	""	""	""	55385	6810.701	8.13205621029904	55385	28096	27289	55385	4143	3744	3734	2187	4920	8976	8862	7433	5791	3347	1620	628	55385	24937	2653	230	4557	19	21461	1528	36657	8896	8342	10567	6304	1789	510	249	3040	84	2956	43189	30690	48	30642	27873	2769	12499	30642	27873	2769	49764	18094	1177	16917	21231	38868	61359	105677	181538	18619	18094	525	525	179	30	316	424100	1193	7280	5602	941	231	710	35	4626	1678	25970	1668	5235	5555	5008	4031	3248	1225
"91491411"	"86000US91411"	"91411 ZCTA5"	"91411 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040804"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91411"	""	""	""	""	""	""	""	""	""	""	""	""	25290	12383.01	2.04231486786811	25290	12523	12767	25290	1911	1843	1278	821	2341	5115	3855	3467	2301	1305	591	462	25290	18028	1242	55	1934	21	3359	651	17096	3930	3237	4071	4170	1292	214	182	1225	63	1162	20043	14991	0	14991	13314	1677	5052	14991	13314	1677	47126	9607	537	9070	18425	36943	59547	105788	207375	10016	9607	409	409	199	0	210	524500	1197	2621	2159	315	123	192	102	1742	462	11935	858	2305	1927	2772	2150	1541	382
"91491423"	"86000US91423"	"91423 ZCTA5"	"91423 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040805"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91423"	""	""	""	""	""	""	""	""	""	""	""	""	34140	7825.014	4.3629317973674	34140	16667	17473	34140	2366	1303	1520	732	2281	6554	6009	4543	4300	2833	1164	535	34140	27572	1840	101	2293	60	538	1736	25938	959	2767	6941	9912	3455	1410	494	864	0	864	28692	21984	0	21984	20190	1794	6708	21984	20190	1794	81753	15246	290	14956	35910	63674	104077	175948	250001	16094	15246	848	848	245	26	577	803400	1614	5999	4732	1068	203	865	42	3622	1267	17574	1074	3832	3546	3952	3262	1431	477
"91491436"	"86000US91436"	"91436 ZCTA5"	"91436 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040806"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"914"	"91436"	""	""	""	""	""	""	""	""	""	""	""	""	14353	2520.003	5.69562793341127	14353	6820	7533	14353	783	760	907	581	633	1235	1706	2071	2205	1719	1002	751	14353	12710	161	13	1198	19	73	179	10689	523	854	2382	3436	1701	1382	411	484	0	484	11715	7279	0	7279	6913	366	4436	7279	6913	366	137683	5492	200	5292	52983	115365	185750	250001	250001	5834	5492	342	342	0	0	342	1062800	2189	4460	3094	718	78	640	81	2295	1366	5802	601	1034	808	1408	1315	589	47
"91591501"	"86000US91501"	"91501 ZCTA5"	"91501 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040807"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"915"	"91501"	""	""	""	""	""	""	""	""	""	""	""	""	20110	5068.88	3.96734579465233	20110	9679	10431	20110	1099	1276	919	698	1546	3273	2956	2789	2481	1776	947	350	20110	15062	552	155	1977	0	1210	1154	14572	1391	2939	3791	4333	1420	456	242	1053	43	1010	16567	10916	0	10916	9600	1316	5651	10916	9600	1316	61048	7598	902	6696	22899	44065	74220	116974	232893	8035	7598	437	437	80	0	357	651900	1468	2420	1981	610	131	479	33	1338	439	8871	920	2587	1526	1884	1103	732	119
"91591502"	"86000US91502"	"91502 ZCTA5"	"91502 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040808"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"915"	"91502"	""	""	""	""	""	""	""	""	""	""	""	""	12080	9051.993	1.33451274677721	12080	5830	6250	12080	348	544	650	340	1237	2383	1588	1522	1002	765	1183	518	12080	8433	446	0	1130	0	1689	382	8961	2099	1929	2239	2060	532	21	81	787	0	787	10457	6312	0	6312	5637	675	4145	6312	5637	675	40083	5334	1293	4041	13596	25646	52242	85070	160793	5795	5334	461	461	229	0	232	395600	1281	495	392	19	6	13	0	373	103	5191	568	1452	681	1190	802	436	62
"91591504"	"86000US91504"	"91504 ZCTA5"	"91504 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040809"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"915"	"91504"	""	""	""	""	""	""	""	""	""	""	""	""	26833	5436.565	4.93565298372039	26833	12839	13994	26833	1712	1478	1344	1149	2374	3853	4004	4029	3192	1925	1357	416	26833	17873	586	69	4469	10	2919	907	18776	2094	3271	5776	4969	1969	467	230	1545	28	1517	21954	14346	14	14332	13172	1160	7608	14332	13172	1160	74006	9497	690	8807	34255	59802	93383	157667	250001	9812	9497	315	315	45	13	257	607500	1399	4964	3757	780	97	683	46	2931	1207	12344	1137	3466	2354	2318	1800	921	348
"91591505"	"86000US91505"	"91505 ZCTA5"	"91505 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040810"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"915"	"91505"	""	""	""	""	""	""	""	""	""	""	""	""	30985	6147.461	5.04029207857334	30985	14929	16056	30985	1853	1348	1607	899	2732	5342	5316	4642	3414	2221	1137	474	30985	22387	936	161	2995	26	2766	1714	22546	1848	3843	7354	6817	1962	449	273	1184	0	1184	26001	18585	9	18576	17151	1425	7416	18576	17151	1425	80389	13051	409	12642	30016	58674	94369	139843	231368	13532	13051	481	481	23	0	458	594400	1627	5958	4357	929	136	793	19	3409	1601	15906	2096	4787	2726	2274	2319	1416	288
"91591506"	"86000US91506"	"91506 ZCTA5"	"91506 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040811"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"915"	"91506"	""	""	""	""	""	""	""	""	""	""	""	""	18125	7407.41	2.44687427123214	18125	8832	9293	18125	1117	790	815	520	1169	2243	2665	3155	2547	1882	758	464	18125	13508	171	66	1945	22	1485	928	13714	1441	2502	4706	3426	1231	268	140	805	0	805	15303	10148	23	10125	9560	565	5155	10125	9560	565	73661	7275	220	7055	32414	56574	90685	142857	241349	7637	7275	362	362	0	0	362	609100	1324	4068	2885	638	91	547	2	2245	1183	8590	1205	2380	1321	1651	1197	614	222
"91691601"	"86000US91601"	"91601 ZCTA5"	"91601 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040812"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91601"	""	""	""	""	""	""	""	""	""	""	""	""	39318	14834.71	2.65040571616548	39318	20679	18639	39318	1872	1790	1493	634	4427	10806	6663	4757	3610	1857	1015	394	39318	25770	3022	162	3116	93	5169	1986	29102	4762	5659	7682	8202	2115	415	267	1080	46	1034	34014	25757	0	25757	23312	2445	8257	25757	23312	2445	50275	16972	1146	15826	20643	39674	59988	99093	199608	18000	16972	1028	1028	470	0	558	498500	1289	3224	2482	386	89	297	29	2067	742	21092	1226	4930	4354	4218	3360	1933	1071
"91691602"	"86000US91602"	"91602 ZCTA5"	"91602 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040813"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91602"	""	""	""	""	""	""	""	""	""	""	""	""	18615	9092.572	2.0472755086124	18615	9011	9604	18615	973	481	633	323	1151	4376	3238	2972	2507	1404	351	206	18615	13869	1329	99	1516	56	816	930	15054	566	1838	4064	6083	1721	521	261	390	34	356	16414	13329	8	13321	12049	1272	3085	13321	12049	1272	72417	9485	231	9254	27291	56059	90655	142304	250001	10110	9485	625	625	97	33	495	665700	1499	3311	2714	441	66	375	41	2232	597	10959	1309	3078	1645	1845	1985	858	239
"91691604"	"86000US91604"	"91604 ZCTA5"	"91604 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040814"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91604"	""	""	""	""	""	""	""	""	""	""	""	""	30386	5897.996	5.15191962279362	30386	14671	15715	30386	1552	1627	1198	849	2020	5359	5215	4907	3658	2031	1355	615	30386	24788	1590	39	2230	83	309	1347	23140	589	2332	5523	9688	2976	1494	538	775	0	775	25671	19544	0	19544	17561	1983	6127	19544	17561	1983	94583	14334	317	14017	35194	73376	117324	213389	250001	15307	14334	973	973	92	14	867	918600	1724	6551	5034	1157	72	1085	8	3869	1517	14984	1076	3448	3373	2654	2705	1516	212
"91691605"	"86000US91605"	"91605 ZCTA5"	"91605 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040815"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91605"	""	""	""	""	""	""	""	""	""	""	""	""	55377	10135.18	5.46384191741429	55377	27374	28003	55377	3036	3591	3705	2172	6438	9595	7585	7426	5905	3584	1640	700	55377	33441	2179	599	4148	65	13873	1072	36435	11501	9050	9011	5234	1255	179	205	3100	69	3031	44407	28389	0	28389	25548	2841	16018	28389	25548	2841	44913	15932	1495	14437	17957	33858	54639	89677	154882	16579	15932	647	647	239	23	385	385100	1157	6093	4379	598	192	406	25	3756	1714	24235	1257	6140	5387	4958	2976	2498	1019
"91691606"	"86000US91606"	"91606 ZCTA5"	"91606 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040816"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91606"	""	""	""	""	""	""	""	""	""	""	""	""	45040	13515.31	3.33251698463468	45040	22772	22268	45040	2526	2701	2855	2016	4591	7697	6228	6330	5116	2591	1757	632	45040	28500	2066	132	2506	66	10553	1217	30351	8337	7688	7566	5237	1104	318	101	2362	160	2202	36247	23387	3	23384	21089	2295	12860	23384	21089	2295	42273	15328	1544	13784	18501	33382	52494	87354	159982	16009	15328	681	681	286	21	374	426200	1159	4491	3252	479	128	351	18	2755	1239	19511	1207	5409	3522	3648	2986	2085	654
"91691607"	"86000US91607"	"91607 ZCTA5"	"91607 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040817"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91607"	""	""	""	""	""	""	""	""	""	""	""	""	31405	12873.57	2.43949431425937	31405	15267	16138	31405	1891	1650	1299	763	2452	6391	4725	4403	3834	2403	1006	588	31405	24618	2213	145	1994	58	1045	1332	23350	1891	3802	7042	7876	1720	631	388	1051	34	1017	26369	18612	0	18612	16584	2028	7757	18612	16584	2028	56096	13678	713	12965	22309	43741	73094	125613	249208	14309	13678	631	631	293	0	338	656300	1340	4022	3199	680	205	475	9	2510	823	14476	966	3865	2940	2427	2647	1354	277
"91691608"	"86000US91608"	"91608 ZCTA5"	"91608 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040818"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"916"	"91608"	""	""	""	""	""	""	""	""	""	""	""	""	0	0	0.599113200524481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	""	""	""	""	""	0	0	0	0	0	0	0	""	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91791701"	"86000US91701"	"91701 ZCTA5"	"91701 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040819"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91701"	""	""	""	""	""	""	""	""	""	""	""	""	40870	5621.755	7.26997190720575	40870	20361	20509	40870	2321	2070	2954	1795	4061	4647	5421	6303	5793	3477	1293	735	40870	29303	2232	112	3494	38	3351	2340	27669	2012	5928	11176	5520	2320	422	291	2417	8	2409	33024	21557	44	21513	19680	1833	11467	21513	19680	1833	83426	13203	450	12753	37027	67774	103516	150877	212320	13588	13203	385	385	85	133	167	424300	1455	10329	8091	1725	422	1303	161	6205	2238	18334	1523	4701	3741	3068	2426	2152	723
"91791702"	"86000US91702"	"91702 ZCTA5"	"91702 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040820"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91702"	""	""	""	""	""	""	""	""	""	""	""	""	61968	365.8951	169.359993945918	61968	30264	31704	61968	3896	4017	3962	2357	11710	9783	7433	7571	5784	3338	1492	625	61968	27058	1682	510	5837	109	24637	2135	36026	8611	10626	10634	4300	1400	226	229	5388	127	5261	49431	31809	26	31783	29128	2655	17622	31783	29128	2655	59027	15056	995	14061	27133	47196	71859	106748	167658	16150	15056	1094	1094	202	236	656	339700	1295	8683	6353	663	199	464	64	5626	2330	27647	3506	7230	4508	4777	4217	2590	819
"91791706"	"86000US91706"	"91706 ZCTA5"	"91706 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040821"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91706"	""	""	""	""	""	""	""	""	""	""	""	""	77667	5780.252	13.4366120615231	77667	39651	38016	77667	5063	5426	5475	3768	8851	11683	10594	10596	8017	5246	2178	770	77667	27093	1612	885	13476	254	32810	1537	49084	17220	15829	10242	4762	718	215	98	4867	96	4771	60444	37370	21	37349	34055	3294	23074	37349	34055	3294	53693	17921	1704	16217	25925	43831	64248	93947	151469	19056	17921	1135	1135	245	103	787	333900	1278	10257	7448	757	299	458	64	6627	2809	32178	1890	7905	7132	6515	4607	2936	1193
"91791708"	"86000US91708"	"91708 ZCTA5"	"91708 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040822"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91708"	""	""	""	""	""	""	""	""	""	""	""	""	2893	302.2752	9.57074859034096	2893	635	2258	2893	195	129	84	56	276	633	569	549	250	132	20	0	2893	1000	355	45	747	0	335	411	2153	536	303	824	341	132	0	17	93	0	93	2469	608	0	608	585	23	1861	608	585	23	82833	326	17	309	67542	74759	120079	146435	174425	326	326	0	0	0	0	0	391400	2422	240	202	18	0	18	0	184	38	509	23	51	49	138	103	103	42
"91791709"	"86000US91709"	"91709 ZCTA5"	"91709 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040823"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91709"	""	""	""	""	""	""	""	""	""	""	""	""	77266	2260.674	34.1783081620455	77266	38024	39242	77266	4230	4911	5748	3810	7623	9188	10769	13141	10563	4142	2078	1063	77266	37157	3195	262	25645	125	6989	3893	50944	3384	8884	15844	15511	5244	1126	951	4298	76	4222	61128	41158	21	41137	38242	2895	19970	41137	38242	2895	97222	24034	957	23077	45440	78215	113216	158087	250001	25012	24034	978	978	316	101	561	537800	1916	18628	14882	2821	656	2165	117	11944	3746	35199	2112	4972	5658	7456	7285	5341	2375
"91791710"	"86000US91710"	"91710 ZCTA5"	"91710 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040824"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91710"	""	""	""	""	""	""	""	""	""	""	""	""	87071	4048.233	21.5083946334886	87071	50654	36417	87071	5484	5263	4892	3088	8480	14231	13234	13237	10202	5834	2202	924	87071	46591	4452	462	9616	185	19220	6545	59864	13393	13967	20487	8412	2930	453	222	4352	155	4197	70581	39328	0	39328	35911	3417	31253	39328	35911	3417	72969	21430	910	20520	35068	60695	88328	127995	201937	22566	21430	1136	1136	341	152	643	370300	1415	13949	11181	1824	721	1103	15	9342	2768	32898	3439	6809	6059	5554	5035	3880	2122
"91791711"	"86000US91711"	"91711 ZCTA5"	"91711 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040825"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91711"	""	""	""	""	""	""	""	""	""	""	""	""	36957	2462.131	15.0101652980632	36957	17833	19124	36957	1398	1828	2486	1434	6301	3489	4301	4479	4508	3594	2066	1073	36957	24929	1585	260	5662	62	2834	1625	23510	1564	2376	6227	5695	4558	1271	1819	3846	109	3737	30798	18166	8	18158	16948	1210	12632	18158	16948	1210	94509	11955	413	11542	37050	71319	119763	172389	250001	12749	11955	794	794	118	51	625	579800	1427	7913	5832	1308	316	992	14	4510	2081	14866	2779	4446	2360	1746	1698	1112	725
"91791722"	"86000US91722"	"91722 ZCTA5"	"91722 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040826"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91722"	""	""	""	""	""	""	""	""	""	""	""	""	35407	8571.315	4.130871262724	35407	17189	18218	35407	2669	2078	2180	1619	3982	4581	4983	5219	3953	2692	1127	324	35407	17132	825	242	3946	8	11568	1686	22879	4651	6398	7017	3667	947	137	62	2088	44	2044	27977	18896	0	18896	17145	1751	9081	18896	17145	1751	69708	10036	692	9344	33874	56715	84586	117071	173237	10450	10036	414	414	130	158	126	367700	1371	6926	5344	1119	339	780	84	4141	1582	16187	1242	4021	2197	2566	3344	2228	589
"91791723"	"86000US91723"	"91723 ZCTA5"	"91723 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040827"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91723"	""	""	""	""	""	""	""	""	""	""	""	""	19258	8300.637	2.32006287287818	19258	9321	9937	19258	1538	1317	1506	920	1774	3002	2600	2557	1999	1054	576	415	19258	9095	912	215	2000	0	5900	1136	12203	1934	2699	4670	2136	594	90	80	1263	13	1250	14654	9795	0	9795	9013	782	4859	9795	9013	782	60053	6079	431	5648	27344	46995	72164	112944	193063	6352	6079	273	273	185	19	69	406500	1262	2489	2039	458	132	326	41	1540	450	8606	1018	1944	1485	1447	1291	1025	396
"91791724"	"86000US91724"	"91724 ZCTA5"	"91724 ZCTA5"	"us"	"860"	"00"	"ACSSF"	"0040828"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"917"	"91724"	""	""	""	""	""	""	""	""	""	""	""	""	26190	4201.095	6.23408950157298	26190	12935	13255	26190	1319	1452	1532	1358	2745	3541	2684	4236	3497	2054	1299	473	26190	14110	899	51	3535	0	6024	1571	17784	2059	4135	6431	3860	968	248	83	1639	46	1593	21532	13769	0	13769	12295	1474	7763	13769	12295	1474	80797	8057	530	7527	35644	61803	99270	139993	212721	8399	8057	342	342	5	133	204	453600	1428	5666	4187	846	189	657	24	3317	1479	11689	1030	2443	2019	1800	2194	1465	738
